,ID,Rad,U_Rad,KIC,Period,U_Period,DetectProb
2095,2467.01,1.5820078452587032,0.0510978940224682,11818607,5.05661302,3.069e-05,0.004823233099922425
2096,2468.01,2.591607534297598,0.2127454026427184,8380709,24.3344939,0.0002829,0.0017199274136499246
2097,2471.01,1.5610256928941173,0.0436022995056763,5436013,25.8859397,0.0002406,0.0013673846700635985
2098,2472.01,2.85277447872954,0.2177434238994278,9395719,2.6075451590000003,6.585e-06,0.007998031556608125
2099,2473.01,1.4936871463357224,0.42978783596392,8753896,3.24417541,1.562e-05,0.006379396959165052
2100,2473.03,1.6843870121647335,0.2406067098393998,8753896,14.5123622,0.000284,0.002246622718433994
2101,2477.01,2.403475075829877,0.2282783204305316,6846911,14.02634692,3.997e-05,0.002524118557705123
2102,2479.01,2.619493771003801,0.0816658530981904,5963582,25.5433704,0.0002261,0.0016678456822399245
2103,2480.01,1.6449701181983798,0.124317196897134,8189801,0.66682654,6.82e-07,0.01969919724417925
2104,2482.01,2.557275957039901,0.0870380225754286,11403389,45.0909201,0.0004749,0.0010577649282167475
2105,2483.01,1.5526421412693168,0.2467224287680701,9851662,15.0539886,0.0001234,0.0020791683326669332
2106,2484.01,1.7328960672931777,0.0845215055259709,10453588,68.8861017,0.0005576,0.0006076201997833345
2107,2485.01,1.460354302043357,0.4581113014094776,11125613,9.99115241,5.857e-05,0.0026140654849171443
2108,2485.02,1.1830862237387094,0.0572218112629946,11125613,3.60082855,1.725e-05,0.005527498402348462
2109,2485.03,1.2207371075959252,0.0533444042928239,11125613,5.72716067,3.048e-05,0.00392267024814006
2110,2487.01,2.535954963939441,0.196639849776466,7212184,36.292017,0.0003443,0.001210592686002522
2111,2488.01,1.5488858393293994,0.4158485148545945,8559152,12.4128518,9.937e-05,0.0023628155575376687
2112,2489.01,2.6746826547800646,0.2371409863854641,2718778,3.92453009,1.673e-05,0.006066906570705051
2113,2490.01,1.8665390977164424,0.1355748467375966,3122913,11.60653061,6.084e-05,0.002739553751149113
2114,2491.01,1.4543696417679213,0.0774853251647248,9229657,2.66831274,1.026e-05,0.007396699439882167
2115,2492.01,0.977557052411708,0.0469635519353648,11752632,0.984941669,3.073e-06,0.013665918248085381
2116,2493.01,1.7496938963402044,0.0491109716317428,10028535,0.663085361,9.11e-07,0.019867881907066235
2117,2494.01,2.865444047373676,0.600244469122828,7047207,19.1187425,0.0001721,0.0020529224207752796
2118,2497.01,2.5235881158171685,0.350405972642736,11179076,48.4313003,0.0003548,0.0010112877925752776
2119,2498.01,0.7694724745733539,0.0559396864809196,5959719,6.73808701,4.473e-05,0.001280308389464727
2120,2498.02,0.8529714543454276,0.0268789792865639,5959719,13.0600399,0.0001119,0.0007511525304408151
2121,2503.01,1.0174697498909082,0.0546008716933417,8631504,14.8200596,0.0001119,0.0011514026867885324
2122,2504.01,2.1563763114629606,0.137847553736273,8110767,20.49041,0.0001751,0.0018827340858528384
2123,2506.01,1.6054824788804185,0.0891866270867241,6767840,8.679037,3.976e-05,0.0032393196567526835
2124,2507.01,2.175122717572205,0.1722866346451073,8379705,11.1296971,9.103e-05,0.0028957989453791133
2125,2508.01,2.0132203852660973,0.1291665648017444,8836888,7.10397925,2.424e-05,0.003932375767641661
2126,2509.01,1.064132257329534,0.0537951121856275,9880190,4.5513988,2.001e-05,0.004245412945932738
2127,2512.01,2.8263978190389447,0.1207619045716515,9574158,15.92108138,5.037e-05,0.0022920062744133116
2128,2516.01,1.3550919861985589,0.0684372398275297,7294743,2.81043228,2.115e-05,0.007040465864936077
2129,2519.01,2.288283799035689,0.0428427172947761,4047631,4.790912471,7.96e-06,0.005264629191058619
2130,2520.01,1.6482331934647143,0.1144010399070929,10059645,6.49441464,3.126e-05,0.003995666690588722
2131,2521.01,2.2935870982890814,0.0897125677349029,7183745,28.4750006,0.0001944,0.0014979307422330213
2132,2521.02,1.687879886211224,0.0629220348647427,7183745,4.86634094,2.5e-05,0.004999162728071165
2133,2522.01,1.3229851852194172,0.2203290056015328,9177629,5.60402307,1.164e-05,0.004189777080620743
2134,2523.01,2.8186300176301384,0.6866941795395567,7778767,13.0313583,0.0001042,0.002683917885837118
2135,2523.02,1.7598238662968329,0.7679091981762478,7778767,2.61090223,2.113e-05,0.007490337198453952
2136,2524.01,2.485775916979581,0.18771555944768,7515762,40.9905002,0.0004401,0.0011045154587737555
2137,2525.01,1.8525419044385727,0.1344905562849082,5942949,57.2932309,0.0005315,0.0007735709135149359
2138,2527.01,0.6051805071546126,0.0319561908045446,7879433,1.385787741,4.397e-06,0.004696514556570534
2139,2528.01,4.394807555323488,0.2608651812641897,9205907,12.02295362,2.788e-05,0.0028698264284029978
2140,2529.01,2.656745523797854,0.1742663667223686,8463346,16.79716262,9.549e-05,0.0022742356049033382
2141,2529.02,2.397868426321954,0.5093306817571435,8463346,64.0019669,0.0006215,0.0007820461558966157
2142,2530.01,2.768319483367646,0.2082896554294368,9011825,37.3331165,0.0003514,0.0012069018546427583
2143,2531.01,1.8677222781823195,0.1103747514835016,4172746,17.6997392,0.000108,0.001993459026645752
2144,2532.01,2.1641907228382404,0.061213270419944,5174858,7.9709719,2.183e-05,0.0036472248707354665
2145,2533.01,2.875325455202424,0.1061915399965,11074835,6.03355539,6.495e-05,0.004536168438607464
2146,2533.03,2.5266480274186502,0.1502180614215533,11074835,26.1152887,0.0009869,0.0016123465143856987
2147,2534.01,1.4905397025388578,0.170412375872274,1996180,3.02558494,1.202e-05,0.006784568223992454
2148,2534.02,1.28636489477451,0.1024438062748543,1996180,5.42204257,6.847e-05,0.004243909273897279
2149,2535.01,2.791343158709536,0.3679996417218843,9635606,48.8882668,0.0006649,0.0009834015111903956
2150,2536.01,3.133152237101668,0.5443229143312273,3728701,51.1319346,0.0004368,0.0009682280933780334
2151,2541.01,2.7780350691277853,0.6890612390475309,12306058,7.41683033,7.9e-05,0.003918022534575913
2152,2541.02,2.98114470645532,0.0867715221990892,12306058,20.4853893,0.0003165,0.001984026902059689
2153,2544.01,1.9678106773118047,0.1274011415617932,8676148,28.6253502,0.0002554,0.001431222382841735
2154,2545.01,1.42107387493786,0.4096752426650595,9696358,6.98141327,7.603e-05,0.0034917998612520804
2155,2548.01,1.1982457684992411,0.0783617856962487,9580167,0.8271512959999999,3.957e-06,0.016319625995755545
2156,2550.01,2.023781146239205,0.0893010904437084,11622985,18.0243482,0.0001149,0.0020387058851673006
2157,2551.01,1.5953729096972329,0.108061195501047,11361283,16.4793229,0.0001733,0.0020143737376844134
2158,2552.01,1.2928809270784551,0.0857016520461863,8757824,3.65690909,1.919e-05,0.005690851864382452
2159,2553.01,2.265951915863054,0.1112638742289786,9832208,88.0712769,0.0008497,0.0006156853497917072
2160,2555.01,1.032267262370096,0.0660305699510712,5350244,12.5722897,0.000195,0.0014755123591589005
2161,2556.01,1.3891832918253917,0.0598769372752287,5374403,40.8366307,0.0003848,0.0007614048397734923
2162,2559.01,1.2327421051419722,0.0277641475678227,6605493,9.30991834,5.387e-05,0.0026569884866566194
2163,2560.01,1.5339043062020514,0.1118652611720063,4670217,18.1209388,0.0001799,0.0018048165349244917
2164,2561.01,1.241497583528373,0.0534665380093392,7259298,3.23941775,1.603e-05,0.006164371858094369
2165,2563.01,2.318180772481945,0.1322759280456079,5175024,23.4772553,0.0002525,0.001740568729773048
2166,2563.02,1.3983147918357548,0.1137494808963486,5175024,6.2614227,0.0001055,0.003922260155766753
2167,2564.01,2.877658944873728,0.1379133148791753,9026749,66.5576728,0.0008992,0.0007962626915045947
2168,2564.02,1.731990303078856,0.0588347230589474,9026749,17.6637979,0.0006405,0.0019529965791461193
2169,2569.01,1.204082796550344,0.0840670009978383,8247770,8.28157072,7.341e-05,0.0028602576063591657
2170,2572.01,1.9845188233385245,0.1212958436339497,7501646,6.37705295,3.206e-05,0.004264687287478171
2171,2577.01,3.3396648871578125,0.1398779762473931,12257999,18.55581565,8.276e-05,0.0020993995564167495
2172,2578.01,35.069053302485926,7.013810660497185,6922203,13.33094869,3.699e-05,0.002692256430761029
2173,2579.01,1.3367364460483138,0.0523003582397792,9896018,2.7296036,1.312e-05,0.007118246718406654
2174,2579.02,1.4554760720230846,0.3009623610046845,9896018,3.59645081,3.644e-05,0.005930345810393791
2175,2579.03,1.4004186932128926,0.0764614115768032,9896018,10.30148508,9.385e-05,0.0026821408188861208
2176,2581.01,0.9039206977674492,0.0492437079114669,11818872,12.7372371,0.0001298,0.0009415720891130727
2177,2582.01,1.9159880924596453,0.084267504498396,11771430,40.0306267,0.0003401,0.0010294685544585585
2178,2583.01,0.6209795395466388,0.036274864706664,10387742,3.03267135,1.374e-05,0.0017420724018085074
2179,2585.01,0.9461399985609162,0.0516304387135195,7673841,5.34182466,4.112e-05,0.003026618412464074
2180,2585.02,1.067703452517062,0.5393863708402455,7673841,10.42317343,8.775e-05,0.0013876158938134148
